12.5,0,120,1024,1024,1,1.13379,0.916504,-0.217285,-0.100098,0.0498047

32,0.25
33,0.275391,0.0107259,-0.0541667,0.269059,0.720833,986.5,589.5,1017.5,682.5
34,0.378418,-0.00245768,0.345833,0.380876,0.720833,674.5,0.5,720.5,45.5
35,0.586426,-0.0317871,-0.0541667,0.618213,0.720833,297.5,817.5,375.5,910.5
36,0.586426,-0.0322266,-0.145833,0.592773,0.7875,297.5,911.5,372.5,1023.5
37,0.771484,-0.0225911,-0.0625,0.794076,0.729167,0.5,277.5,98.5,372.5
38,0.716797,-0.022998,-0.0625,0.752002,0.729167,118.5,779.5,211.5,874.5
39,0.213867,-0.00139974,0.345833,0.215267,0.720833,986.5,246.5,1012.5,291.5
40,0.293457,-0.0216634,-0.220833,0.320003,0.720833,528.5,0.5,569.5,113.5
41,0.293457,-0.0265462,-0.220833,0.31512,0.720833,939.5,402.5,980.5,515.5
42,0.586426,0.0307129,0.2125,0.555713,0.729167,743.5,5.5,806.5,67.5
43,0.586426,-0.00654297,0.0291667,0.593457,0.645833,528.5,809.5,600.5,883.5
44,0.240723,0.00369466,-0.195833,0.237028,0.179167,986.5,456.5,1014.5,501.5
45,0.240723,-0.0548828,0.154167,0.295117,0.354167,118.5,0.5,160.5,24.5
46,0.240723,0.00786133,-0.0541667,0.232861,0.1875,643.5,5.5,670.5,34.5
47,0.479004,-0.112288,-0.220833,0.504378,0.720833,376.5,35.5,450.5,148.5
48,0.586426,-0.0185547,-0.0625,0.606445,0.729167,742.5,928.5,817.5,1023.5
49,0.586426,0.015153,-0.0541667,0.63182,0.7375,818.5,928.5,892.5,1023.5
50,0.586426,-0.0114258,-0.0541667,0.588574,0.729167,528.5,620.5,600.5,714.5
51,0.586426,-0.0300293,-0.0625,0.594971,0.729167,893.5,928.5,968.5,1023.5
52,0.586426,-0.019043,-0.0541667,0.605957,0.7375,376.5,437.5,451.5,532.5
53,0.586426,-0.016862,-0.0625,0.616471,0.720833,297.5,79.5,373.5,173.5
54,0.586426,-0.0163574,-0.0625,0.608643,0.729167,376.5,341.5,451.5,436.5
55,0.586426,-0.00335286,-0.0541667,0.588314,0.720833,602.5,817.5,673.5,910.5
56,0.586426,-0.0273763,-0.0625,0.61429,0.729167,297.5,341.5,374.5,436.5
57,0.586426,-0.0175618,-0.0625,0.599105,0.729167,453.5,815.5,527.5,910.5
58,0.240723,0.00786133,-0.0541667,0.232861,0.520833,986.5,386.5,1013.5,455.5
59,0.240723,0.00369466,-0.195833,0.237028,0.520833,986.5,502.5,1014.5,588.5
60,0.586426,0.0126139,0.0125,0.554281,0.654167,297.5,1.5,362.5,78.5
61,0.586426,-0.00654297,0.154167,0.593457,0.504167,528.5,577.5,600.5,619.5
62,0.586426,0.0321452,0.0125,0.573812,0.654167,743.5,235.5,808.5,312.5
63,0.501465,-0.0360026,-0.0541667,0.522331,0.729167,674.5,363.5,741.5,457.5
64,0.717285,-0.0416016,-0.0708333,0.758398,0.7375,0.5,179.5,96.5,276.5
65,0.603027,-0.0501953,-0.0541667,0.649805,0.720833,118.5,119.5,202.5,212.5
66,0.607422,0.0178548,-0.0541667,0.626188,0.720833,453.5,395.5,526.5,488.5
67,0.579102,-0.0148926,-0.0625,0.610107,0.729167,376.5,245.5,451.5,340.5
68,0.654785,0.0140951,-0.0541667,0.672428,0.720833,213.5,7.5,292.5,100.5
69,0.536621,0.0189616,-0.0541667,0.560628,0.720833,743.5,68.5,808.5,161.5
70,0.507812,0.0172689,-0.0541667,0.550602,0.720833,810.5,627.5,874.5,720.5
71,0.64209,-0.0161621,-0.0625,0.633838,0.729167,297.5,627.5,375.5,722.5
72,0.641113,0.0205566,-0.0541667,0.620557,0.720833,528.5,483.5,600.5,576.5
73,0.266602,0.0208008,-0.0541667,0.245801,0.720833,986.5,292.5,1013.5,385.5
74,0.371582,-0.0559896,-0.0625,0.360677,0.720833,876.5,95.5,926.5,189.5
75,0.61377,0.0185384,-0.0541667,0.651872,0.720833,376.5,723.5,452.5,816.5
76,0.498535,0.019987,-0.0541667,0.536654,0.720833,876.5,576.5,938.5,669.5
77,0.800781,0.0209798,-0.0541667,0.779313,0.720833,118.5,512.5,209.5,605.5
78,0.649902,0.0207845,-0.0541667,0.629118,0.720833,453.5,207.5,526.5,300.5
79,0.643555,-0.0159668,-0.0625,0.659033,0.729167,213.5,575.5,294.5,670.5
80,0.599121,0.0202962,-0.0541667,0.62863,0.720833,453.5,113.5,526.5,206.5
81,0.643555,-0.0159668,-0.195833,0.659033,0.729167,373.5,912.5,454.5,1023.5
82,0.642578,0.0180501,-0.0541667,0.651383,0.720833,376.5,629.5,452.5,722.5
83,0.571289,-0.0525391,-0.0625,0.597461,0.729167,297.5,531.5,375.5,626.5
84,0.483398,-0.0541341,-0.0541667,0.537533,0.720833,602.5,629.5,673.5,722.5
85,0.594727,0.0113281,-0.0625,0.586328,0.720833,602.5,205.5,671.5,299.5
86,0.540527,-0.0508138,-0.0541667,0.590853,0.720833,297.5,247.5,374.5,340.5
87,0.883301,-0.0456055,-0.0541667,0.929395,0.720833,0.5,930.5,117.5,1023.5
88,0.566406,-0.0501302,-0.0541667,0.616536,0.720833,213.5,291.5,293.5,384.5
89,0.543457,-0.0655273,-0.0541667,0.609473,0.720833,213.5,481.5,294.5,574.5
90,0.532715,-0.0336426,-0.0541667,0.566357,0.720833,528.5,295.5,600.5,388.5
91,0.293457,0.0138672,-0.220833,0.288867,0.720833,986.5,797.5,1019.5,910.5
92,0.479004,-0.0253743,-0.220833,0.591292,0.720833,453.5,489.5,527.5,602.5
93,0.293457,0.00458984,-0.220833,0.27959,0.720833,986.5,683.5,1019.5,796.5
94,0.5,-0.0414225,0.2875,0.541911,0.729167,602.5,300.5,672.5,353.5
95,0.5,-0.0541667,-0.2125,0.554167,0.00416667,528.5,884.5,601.5,910.5
96,0.5,0.0498861,0.5125,0.383219,0.779167,602.5,2.5,642.5,34.5
97,0.540527,-0.0169596,-0.0625,0.541374,0.5625,674.5,607.5,741.5,682.5
98,0.538574,0.0143229,-0.0625,0.55599,0.720833,743.5,313.5,808.5,407.5
99,0.46582,-0.0171224,-0.0625,0.499544,0.5625,810.5,7.5,872.5,82.5
100,0.538574,-0.0171712,-0.0625,0.524495,0.720833,743.5,408.5,808.5,502.5
101,0.524414,-0.0208822,-0.0625,0.545785,0.5625,602.5,35.5,670.5,110.5
102,0.315918,-0.0442383,-0.0541667,0.355762,0.7375,969.5,928.5,1017.5,1023.5
